ID,Value,Type
Ga0242637_111425,hydrolase activity,GO terms (molecular function)
Ga0242637_111425,zinc ion binding,GO terms (molecular function)
Ga0242637_111425,dihydroorotase activity,GO terms (molecular function)
Ga0242637_111425,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111425,transferase activity,GO terms (molecular function)
Ga0242637_111425,amino acid binding,GO terms (molecular function)
Ga0242637_111425,aspartate carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111425,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_111425,uracil phosphoribosyltransferase activity,GO terms (molecular function)
,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
,UMP biosynthesis II,Pathways of gene
,UMP biosynthesis I,Pathways of gene
,,Pathways of gene
,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,Pathways of gene
,L-glutamine degradation I,Pathways of gene
,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
,L-citrulline degradation,Pathways of gene
,allantoin degradation IV (anaerobic),Pathways of gene
,urea cycle,Pathways of gene
,superpathway of pyrimidine nucleobases salvage,Pathways of gene
,pyrimidine nucleobases salvage I,Pathways of gene
,'de novo' UMP biosynthetic process,GO terms (biological process)
,pyrimidine nucleotide biosynthetic process,GO terms (biological process)
,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
,oxidation-reduction process,GO terms (biological process)
,UMP biosynthetic process,GO terms (biological process)
,cellular amino acid biosynthetic process,GO terms (biological process)
,nitrogen compound metabolic process,GO terms (biological process)
,arginine biosynthetic process,GO terms (biological process)
,glutamine metabolic process,GO terms (biological process)
,cellular amino acid metabolic process,GO terms (biological process)
,nucleoside metabolic process,GO terms (biological process)
,"regulation of transcription, DNA-templated",GO terms (biological process)
,cytoplasm,GO terms (cellular component)
,carboxy-lyase activity,GO terms (molecular function)
,lyase activity,GO terms (molecular function)
,orotidine-5'-phosphate decarboxylase activity,GO terms (molecular function)
,catalytic activity,GO terms (molecular function)
,"oxidoreductase activity, acting on the CH-CH group of donors",GO terms (molecular function)
,oxidoreductase activity,GO terms (molecular function)
,dihydroorotate dehydrogenase activity,GO terms (molecular function)
,"2 iron, 2 sulfur cluster binding",GO terms (molecular function)
,iron-sulfur cluster binding,GO terms (molecular function)
,flavin adenine dinucleotide binding,GO terms (molecular function)
,metal ion binding,GO terms (molecular function)
,ligase activity,GO terms (molecular function)
,ATP binding,GO terms (molecular function)
,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO terms (molecular function)
,nucleotide binding,GO terms (molecular function)
,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO terms (molecular function)
,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO terms (molecular function)
,hydrolase activity,GO terms (molecular function)
,zinc ion binding,GO terms (molecular function)
,dihydroorotase activity,GO terms (molecular function)
,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
,transferase activity,GO terms (molecular function)
,amino acid binding,GO terms (molecular function)
,aspartate carbamoyltransferase activity,GO terms (molecular function)
,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
,uracil phosphoribosyltransferase activity,GO terms (molecular function)
Ga0242637_111423,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111423,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111423,UMP biosynthesis II,Pathways of gene
Ga0242637_111423,UMP biosynthesis I,Pathways of gene
Ga0242637_111423,,Pathways of gene
Ga0242637_111423,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
Ga0242637_111423,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,Pathways of gene
Ga0242637_111423,L-glutamine degradation I,Pathways of gene
Ga0242637_111423,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_111423,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_111423,L-citrulline degradation,Pathways of gene
Ga0242637_111423,allantoin degradation IV (anaerobic),Pathways of gene
Ga0242637_111423,urea cycle,Pathways of gene
Ga0242637_111423,superpathway of pyrimidine nucleobases salvage,Pathways of gene
Ga0242637_111423,pyrimidine nucleobases salvage I,Pathways of gene
Ga0242637_111423,'de novo' UMP biosynthetic process,GO terms (biological process)
Ga0242637_111423,pyrimidine nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_111423,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
Ga0242637_111423,oxidation-reduction process,GO terms (biological process)
Ga0242637_111423,UMP biosynthetic process,GO terms (biological process)
Ga0242637_111423,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111423,nitrogen compound metabolic process,GO terms (biological process)
Ga0242637_111423,arginine biosynthetic process,GO terms (biological process)
Ga0242637_111423,glutamine metabolic process,GO terms (biological process)
Ga0242637_111423,cellular amino acid metabolic process,GO terms (biological process)
Ga0242637_111423,nucleoside metabolic process,GO terms (biological process)
Ga0242637_111423,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111423,cytoplasm,GO terms (cellular component)
Ga0242637_111423,carboxy-lyase activity,GO terms (molecular function)
Ga0242637_111423,lyase activity,GO terms (molecular function)
Ga0242637_111423,orotidine-5'-phosphate decarboxylase activity,GO terms (molecular function)
Ga0242637_111423,catalytic activity,GO terms (molecular function)
Ga0242637_111423,"oxidoreductase activity, acting on the CH-CH group of donors",GO terms (molecular function)
Ga0242637_111423,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111423,dihydroorotate dehydrogenase activity,GO terms (molecular function)
Ga0242637_111423,"2 iron, 2 sulfur cluster binding",GO terms (molecular function)
Ga0242637_111423,iron-sulfur cluster binding,GO terms (molecular function)
Ga0242637_111423,flavin adenine dinucleotide binding,GO terms (molecular function)
Ga0242637_111423,metal ion binding,GO terms (molecular function)
Ga0242637_111423,ligase activity,GO terms (molecular function)
Ga0242637_111423,ATP binding,GO terms (molecular function)
Ga0242637_111423,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO terms (molecular function)
Ga0242637_111423,nucleotide binding,GO terms (molecular function)
Ga0242637_111423,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO terms (molecular function)
Ga0242637_111423,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO terms (molecular function)
Ga0242637_111423,hydrolase activity,GO terms (molecular function)
Ga0242637_111423,zinc ion binding,GO terms (molecular function)
Ga0242637_111423,dihydroorotase activity,GO terms (molecular function)
Ga0242637_111423,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111423,transferase activity,GO terms (molecular function)
Ga0242637_111423,amino acid binding,GO terms (molecular function)
Ga0242637_111423,aspartate carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111423,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_111423,uracil phosphoribosyltransferase activity,GO terms (molecular function)
Ga0242637_111422,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111422,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111422,UMP biosynthesis II,Pathways of gene
Ga0242637_111422,UMP biosynthesis I,Pathways of gene
Ga0242637_111422,,Pathways of gene
Ga0242637_111422,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
Ga0242637_111422,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,Pathways of gene
Ga0242637_111422,L-glutamine degradation I,Pathways of gene
Ga0242637_111422,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_111422,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_111422,L-citrulline degradation,Pathways of gene
Ga0242637_111422,allantoin degradation IV (anaerobic),Pathways of gene
Ga0242637_111422,urea cycle,Pathways of gene
Ga0242637_111422,superpathway of pyrimidine nucleobases salvage,Pathways of gene
Ga0242637_111422,pyrimidine nucleobases salvage I,Pathways of gene
Ga0242637_111422,'de novo' UMP biosynthetic process,GO terms (biological process)
Ga0242637_111422,pyrimidine nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_111422,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
Ga0242637_111422,oxidation-reduction process,GO terms (biological process)
Ga0242637_111422,UMP biosynthetic process,GO terms (biological process)
Ga0242637_111422,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111422,nitrogen compound metabolic process,GO terms (biological process)
Ga0242637_111422,arginine biosynthetic process,GO terms (biological process)
Ga0242637_111422,glutamine metabolic process,GO terms (biological process)
Ga0242637_111422,cellular amino acid metabolic process,GO terms (biological process)
Ga0242637_111422,nucleoside metabolic process,GO terms (biological process)
Ga0242637_111422,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111422,cytoplasm,GO terms (cellular component)
Ga0242637_111422,carboxy-lyase activity,GO terms (molecular function)
Ga0242637_111422,lyase activity,GO terms (molecular function)
Ga0242637_111422,orotidine-5'-phosphate decarboxylase activity,GO terms (molecular function)
Ga0242637_111422,catalytic activity,GO terms (molecular function)
Ga0242637_111422,"oxidoreductase activity, acting on the CH-CH group of donors",GO terms (molecular function)
Ga0242637_111422,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111422,dihydroorotate dehydrogenase activity,GO terms (molecular function)
Ga0242637_111422,"2 iron, 2 sulfur cluster binding",GO terms (molecular function)
Ga0242637_111422,iron-sulfur cluster binding,GO terms (molecular function)
Ga0242637_111422,flavin adenine dinucleotide binding,GO terms (molecular function)
Ga0242637_111422,metal ion binding,GO terms (molecular function)
Ga0242637_111422,ligase activity,GO terms (molecular function)
Ga0242637_111422,ATP binding,GO terms (molecular function)
Ga0242637_111422,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO terms (molecular function)
Ga0242637_111422,nucleotide binding,GO terms (molecular function)
Ga0242637_111422,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO terms (molecular function)
Ga0242637_111422,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO terms (molecular function)
Ga0242637_111422,hydrolase activity,GO terms (molecular function)
Ga0242637_111422,zinc ion binding,GO terms (molecular function)
Ga0242637_111422,dihydroorotase activity,GO terms (molecular function)
Ga0242637_111422,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111422,transferase activity,GO terms (molecular function)
Ga0242637_111422,amino acid binding,GO terms (molecular function)
Ga0242637_111422,aspartate carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111422,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_111422,uracil phosphoribosyltransferase activity,GO terms (molecular function)
Ga0242637_111421,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111421,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111421,UMP biosynthesis II,Pathways of gene
Ga0242637_111421,UMP biosynthesis I,Pathways of gene
Ga0242637_111421,,Pathways of gene
Ga0242637_111421,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
Ga0242637_111421,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,Pathways of gene
Ga0242637_111421,L-glutamine degradation I,Pathways of gene
Ga0242637_111421,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_111421,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_111421,L-citrulline degradation,Pathways of gene
Ga0242637_111421,allantoin degradation IV (anaerobic),Pathways of gene
Ga0242637_111421,urea cycle,Pathways of gene
Ga0242637_111421,superpathway of pyrimidine nucleobases salvage,Pathways of gene
Ga0242637_111421,pyrimidine nucleobases salvage I,Pathways of gene
Ga0242637_111421,'de novo' UMP biosynthetic process,GO terms (biological process)
Ga0242637_111421,pyrimidine nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_111421,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
Ga0242637_111421,oxidation-reduction process,GO terms (biological process)
Ga0242637_111421,UMP biosynthetic process,GO terms (biological process)
Ga0242637_111421,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111421,nitrogen compound metabolic process,GO terms (biological process)
Ga0242637_111421,arginine biosynthetic process,GO terms (biological process)
Ga0242637_111421,glutamine metabolic process,GO terms (biological process)
Ga0242637_111421,cellular amino acid metabolic process,GO terms (biological process)
Ga0242637_111421,nucleoside metabolic process,GO terms (biological process)
Ga0242637_111421,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111421,cytoplasm,GO terms (cellular component)
Ga0242637_111421,carboxy-lyase activity,GO terms (molecular function)
Ga0242637_111421,lyase activity,GO terms (molecular function)
Ga0242637_111421,orotidine-5'-phosphate decarboxylase activity,GO terms (molecular function)
Ga0242637_111421,catalytic activity,GO terms (molecular function)
Ga0242637_111421,"oxidoreductase activity, acting on the CH-CH group of donors",GO terms (molecular function)
Ga0242637_111421,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111421,dihydroorotate dehydrogenase activity,GO terms (molecular function)
Ga0242637_111421,"2 iron, 2 sulfur cluster binding",GO terms (molecular function)
Ga0242637_111421,iron-sulfur cluster binding,GO terms (molecular function)
Ga0242637_111421,flavin adenine dinucleotide binding,GO terms (molecular function)
Ga0242637_111421,metal ion binding,GO terms (molecular function)
Ga0242637_111421,ligase activity,GO terms (molecular function)
Ga0242637_111421,ATP binding,GO terms (molecular function)
Ga0242637_111421,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO terms (molecular function)
Ga0242637_111421,nucleotide binding,GO terms (molecular function)
Ga0242637_111421,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO terms (molecular function)
Ga0242637_111421,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO terms (molecular function)
Ga0242637_111421,hydrolase activity,GO terms (molecular function)
Ga0242637_111421,zinc ion binding,GO terms (molecular function)
Ga0242637_111421,dihydroorotase activity,GO terms (molecular function)
Ga0242637_111421,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111421,transferase activity,GO terms (molecular function)
Ga0242637_111421,amino acid binding,GO terms (molecular function)
Ga0242637_111421,aspartate carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111421,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_111421,uracil phosphoribosyltransferase activity,GO terms (molecular function)
Ga0242637_111420,superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111420,superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,Pathways of gene
Ga0242637_111420,UMP biosynthesis II,Pathways of gene
Ga0242637_111420,UMP biosynthesis I,Pathways of gene
Ga0242637_111420,,Pathways of gene
Ga0242637_111420,L-asparagine biosynthesis III (tRNA-dependent),Pathways of gene
Ga0242637_111420,glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation,Pathways of gene
Ga0242637_111420,L-glutamine degradation I,Pathways of gene
Ga0242637_111420,L-arginine biosynthesis II (acetyl cycle),Pathways of gene
Ga0242637_111420,L-arginine biosynthesis I (via L-ornithine),Pathways of gene
Ga0242637_111420,L-citrulline degradation,Pathways of gene
Ga0242637_111420,allantoin degradation IV (anaerobic),Pathways of gene
Ga0242637_111420,urea cycle,Pathways of gene
Ga0242637_111420,superpathway of pyrimidine nucleobases salvage,Pathways of gene
Ga0242637_111420,pyrimidine nucleobases salvage I,Pathways of gene
Ga0242637_111420,'de novo' UMP biosynthetic process,GO terms (biological process)
Ga0242637_111420,pyrimidine nucleotide biosynthetic process,GO terms (biological process)
Ga0242637_111420,'de novo' pyrimidine nucleobase biosynthetic process,GO terms (biological process)
Ga0242637_111420,oxidation-reduction process,GO terms (biological process)
Ga0242637_111420,UMP biosynthetic process,GO terms (biological process)
Ga0242637_111420,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111420,nitrogen compound metabolic process,GO terms (biological process)
Ga0242637_111420,arginine biosynthetic process,GO terms (biological process)
Ga0242637_111420,glutamine metabolic process,GO terms (biological process)
Ga0242637_111420,cellular amino acid metabolic process,GO terms (biological process)
Ga0242637_111420,nucleoside metabolic process,GO terms (biological process)
Ga0242637_111420,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111420,cytoplasm,GO terms (cellular component)
Ga0242637_111420,carboxy-lyase activity,GO terms (molecular function)
Ga0242637_111420,lyase activity,GO terms (molecular function)
Ga0242637_111420,orotidine-5'-phosphate decarboxylase activity,GO terms (molecular function)
Ga0242637_111420,catalytic activity,GO terms (molecular function)
Ga0242637_111420,"oxidoreductase activity, acting on the CH-CH group of donors",GO terms (molecular function)
Ga0242637_111420,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111420,dihydroorotate dehydrogenase activity,GO terms (molecular function)
Ga0242637_111420,"2 iron, 2 sulfur cluster binding",GO terms (molecular function)
Ga0242637_111420,iron-sulfur cluster binding,GO terms (molecular function)
Ga0242637_111420,flavin adenine dinucleotide binding,GO terms (molecular function)
Ga0242637_111420,metal ion binding,GO terms (molecular function)
Ga0242637_111420,ligase activity,GO terms (molecular function)
Ga0242637_111420,ATP binding,GO terms (molecular function)
Ga0242637_111420,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,GO terms (molecular function)
Ga0242637_111420,nucleotide binding,GO terms (molecular function)
Ga0242637_111420,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO terms (molecular function)
Ga0242637_111420,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",GO terms (molecular function)
Ga0242637_111420,hydrolase activity,GO terms (molecular function)
Ga0242637_111420,zinc ion binding,GO terms (molecular function)
Ga0242637_111420,dihydroorotase activity,GO terms (molecular function)
Ga0242637_111420,carboxyl- or carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111420,transferase activity,GO terms (molecular function)
Ga0242637_111420,amino acid binding,GO terms (molecular function)
Ga0242637_111420,aspartate carbamoyltransferase activity,GO terms (molecular function)
Ga0242637_111420,"transferase activity, transferring glycosyl groups",GO terms (molecular function)
Ga0242637_111420,uracil phosphoribosyltransferase activity,GO terms (molecular function)
Ga0242637_11830,pathogenesis,GO terms (biological process)
Ga0242637_11830,extracellular region,GO terms (cellular component)
Ga0242637_11830,calcium ion binding,GO terms (molecular function)
Ga0242637_111325,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111325,nucleoid,GO terms (cellular component)
Ga0242637_111325,cytoplasm,GO terms (cellular component)
Ga0242637_111325,DNA-binding transcription factor activity,GO terms (molecular function)
Ga0242637_111325,DNA binding,GO terms (molecular function)
Ga0242637_111418,transcription antitermination,GO terms (biological process)
Ga0242637_111418,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111418,"DNA-templated transcription, termination",GO terms (biological process)
Ga0242637_111418,peptide biosynthetic process,GO terms (biological process)
Ga0242637_111418,translational elongation,GO terms (biological process)
Ga0242637_111418,translation,GO terms (biological process)
Ga0242637_111418,cytoplasm,GO terms (cellular component)
Ga0242637_111418,RNA binding,GO terms (molecular function)
Ga0242637_111418,translation elongation factor activity,GO terms (molecular function)
Ga0242637_111417,transcription antitermination,GO terms (biological process)
Ga0242637_111417,"regulation of transcription, DNA-templated",GO terms (biological process)
Ga0242637_111417,"DNA-templated transcription, termination",GO terms (biological process)
Ga0242637_111417,peptide biosynthetic process,GO terms (biological process)
Ga0242637_111417,translational elongation,GO terms (biological process)
Ga0242637_111417,translation,GO terms (biological process)
Ga0242637_111417,cytoplasm,GO terms (cellular component)
Ga0242637_111417,RNA binding,GO terms (molecular function)
Ga0242637_111417,translation elongation factor activity,GO terms (molecular function)
Ga0242637_111415,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111415,chorismate biosynthesis I,Pathways of gene
Ga0242637_111415,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111415,3-dehydroquinate biosynthesis I,Pathways of gene
Ga0242637_111415,chorismate biosynthetic process,GO terms (biological process)
Ga0242637_111415,aromatic amino acid family biosynthetic process,GO terms (biological process)
Ga0242637_111415,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111415,,GO terms (biological process)
Ga0242637_111415,phosphorylation,GO terms (biological process)
Ga0242637_111415,cytoplasm,GO terms (cellular component)
Ga0242637_111415,lyase activity,GO terms (molecular function)
Ga0242637_111415,3-dehydroquinate dehydratase activity,GO terms (molecular function)
Ga0242637_111415,,GO terms (molecular function)
Ga0242637_111415,metal ion binding,GO terms (molecular function)
Ga0242637_111415,transferase activity,GO terms (molecular function)
Ga0242637_111415,kinase activity,GO terms (molecular function)
Ga0242637_111415,ATP binding,GO terms (molecular function)
Ga0242637_111415,shikimate kinase activity,GO terms (molecular function)
Ga0242637_111415,magnesium ion binding,GO terms (molecular function)
Ga0242637_111415,nucleotide binding,GO terms (molecular function)
Ga0242637_111415,chorismate synthase activity,GO terms (molecular function)
Ga0242637_111414,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111414,chorismate biosynthesis I,Pathways of gene
Ga0242637_111414,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111414,3-dehydroquinate biosynthesis I,Pathways of gene
Ga0242637_111414,chorismate biosynthetic process,GO terms (biological process)
Ga0242637_111414,aromatic amino acid family biosynthetic process,GO terms (biological process)
Ga0242637_111414,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111414,,GO terms (biological process)
Ga0242637_111414,phosphorylation,GO terms (biological process)
Ga0242637_111414,cytoplasm,GO terms (cellular component)
Ga0242637_111414,lyase activity,GO terms (molecular function)
Ga0242637_111414,3-dehydroquinate dehydratase activity,GO terms (molecular function)
Ga0242637_111414,,GO terms (molecular function)
Ga0242637_111414,metal ion binding,GO terms (molecular function)
Ga0242637_111414,transferase activity,GO terms (molecular function)
Ga0242637_111414,kinase activity,GO terms (molecular function)
Ga0242637_111414,ATP binding,GO terms (molecular function)
Ga0242637_111414,shikimate kinase activity,GO terms (molecular function)
Ga0242637_111414,magnesium ion binding,GO terms (molecular function)
Ga0242637_111414,nucleotide binding,GO terms (molecular function)
Ga0242637_111414,chorismate synthase activity,GO terms (molecular function)
Ga0242637_111413,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111413,chorismate biosynthesis I,Pathways of gene
Ga0242637_111413,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111413,3-dehydroquinate biosynthesis I,Pathways of gene
Ga0242637_111413,chorismate biosynthetic process,GO terms (biological process)
Ga0242637_111413,aromatic amino acid family biosynthetic process,GO terms (biological process)
Ga0242637_111413,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111413,,GO terms (biological process)
Ga0242637_111413,phosphorylation,GO terms (biological process)
Ga0242637_111413,cytoplasm,GO terms (cellular component)
Ga0242637_111413,lyase activity,GO terms (molecular function)
Ga0242637_111413,3-dehydroquinate dehydratase activity,GO terms (molecular function)
Ga0242637_111413,,GO terms (molecular function)
Ga0242637_111413,metal ion binding,GO terms (molecular function)
Ga0242637_111413,transferase activity,GO terms (molecular function)
Ga0242637_111413,kinase activity,GO terms (molecular function)
Ga0242637_111413,ATP binding,GO terms (molecular function)
Ga0242637_111413,shikimate kinase activity,GO terms (molecular function)
Ga0242637_111413,magnesium ion binding,GO terms (molecular function)
Ga0242637_111413,nucleotide binding,GO terms (molecular function)
Ga0242637_111413,chorismate synthase activity,GO terms (molecular function)
Ga0242637_111412,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111412,chorismate biosynthesis I,Pathways of gene
Ga0242637_111412,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111412,3-dehydroquinate biosynthesis I,Pathways of gene
Ga0242637_111412,chorismate biosynthetic process,GO terms (biological process)
Ga0242637_111412,aromatic amino acid family biosynthetic process,GO terms (biological process)
Ga0242637_111412,cellular amino acid biosynthetic process,GO terms (biological process)
Ga0242637_111412,,GO terms (biological process)
Ga0242637_111412,phosphorylation,GO terms (biological process)
Ga0242637_111412,cytoplasm,GO terms (cellular component)
Ga0242637_111412,lyase activity,GO terms (molecular function)
Ga0242637_111412,3-dehydroquinate dehydratase activity,GO terms (molecular function)
Ga0242637_111412,,GO terms (molecular function)
Ga0242637_111412,metal ion binding,GO terms (molecular function)
Ga0242637_111412,transferase activity,GO terms (molecular function)
Ga0242637_111412,kinase activity,GO terms (molecular function)
Ga0242637_111412,ATP binding,GO terms (molecular function)
Ga0242637_111412,shikimate kinase activity,GO terms (molecular function)
Ga0242637_111412,magnesium ion binding,GO terms (molecular function)
Ga0242637_111412,nucleotide binding,GO terms (molecular function)
Ga0242637_111412,chorismate synthase activity,GO terms (molecular function)
Ga0242637_111411,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111411,chorismate biosynthesis I,Pathways of gene
Ga0242637_111411,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111411,proteolysis,GO terms (biological process)
Ga0242637_111411,oxidation-reduction process,GO terms (biological process)
Ga0242637_111411,integral component of membrane,GO terms (cellular component)
Ga0242637_111411,membrane,GO terms (cellular component)
Ga0242637_111411,,GO terms (cellular component)
Ga0242637_111411,aspartic-type endopeptidase activity,GO terms (molecular function)
Ga0242637_111411,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111411,shikimate 3-dehydrogenase (NADP+) activity,GO terms (molecular function)
Ga0242637_111410,superpathway of aromatic amino acid biosynthesis,Pathways of gene
Ga0242637_111410,chorismate biosynthesis I,Pathways of gene
Ga0242637_111410,chorismate biosynthesis from 3-dehydroquinate,Pathways of gene
Ga0242637_111410,proteolysis,GO terms (biological process)
Ga0242637_111410,oxidation-reduction process,GO terms (biological process)
Ga0242637_111410,integral component of membrane,GO terms (cellular component)
Ga0242637_111410,membrane,GO terms (cellular component)
Ga0242637_111410,,GO terms (cellular component)
Ga0242637_111410,aspartic-type endopeptidase activity,GO terms (molecular function)
Ga0242637_111410,oxidoreductase activity,GO terms (molecular function)
Ga0242637_111410,shikimate 3-dehydrogenase (NADP+) activity,GO terms (molecular function)
Ga0242637_111409,tRNA charging,Pathways of gene
Ga0242637_111409,cell wall organization,GO terms (biological process)
Ga0242637_111409,peptidoglycan biosynthetic process,GO terms (biological process)
Ga0242637_111409,nucleic acid phosphodiester bond hydrolysis,GO terms (biological process)
Ga0242637_111409,ribosome biogenesis,GO terms (biological process)
Ga0242637_111409,rRNA processing,GO terms (biological process)
Ga0242637_111409,nucleobase-containing compound metabolic process,GO terms (biological process)
Ga0242637_111409,rRNA 5'-end processing,GO terms (biological process)
Ga0242637_111409,tRNA aminoacylation,GO terms (biological process)
Ga0242637_111409,alanyl-tRNA aminoacylation,GO terms (biological process)
Ga0242637_111409,translation,GO terms (biological process)
Ga0242637_111409,integral component of membrane,GO terms (cellular component)
Ga0242637_111409,membrane,GO terms (cellular component)
Ga0242637_111409,integral component of plasma membrane,GO terms (cellular component)
Ga0242637_111409,plasma membrane,GO terms (cellular component)
Ga0242637_111409,cytoplasm,GO terms (cellular component)
Ga0242637_111409,lyase activity,GO terms (molecular function)
Ga0242637_111409,lytic endotransglycosylase activity,GO terms (molecular function)
Ga0242637_111409,"hydrolase activity, acting on ester bonds",GO terms (molecular function)
Ga0242637_111409,hydrolase activity,GO terms (molecular function)
